Run!	Lari!
I wonder if Tom still remembers how to do that.	Saya berandai-andai apakah Tom masih mengingat bagaimana cara untuk melakukannya.
I'd like to find out where our meeting will be.	Aku ingin mencari tahu dimana rapat kita akan diadakan.
I'll let you know the results as soon as I can.	Saya akan menunjukkan hasilnya secepatnya.
I've been asked to forward this message to you.	Saya diminta untuk meneruskan pesan ini kepadamu.
Isn't that where I taught you how to water ski?	Bukankah itu adalah tempat dimana aku mengajarimu bagaimana caranya bermain ski air?
It seemed that there was no one in the village.	Sepertinya tidak ada orang di desa.
James Cameron created a new way to make movies.	James Cameron membuat cara baru dalam membuat film.
Please feel free to eat anything in the fridge.	Silahkan nikmati segala macam makanan yang ada di dalam lemari es.
Rice is usually eaten with chopsticks in Japan.	Nasi biasa dimakan dengan sumpit di Jepang.
She has tried various methods of slimming down.	Dia telah mencoba berbagai cara melangsingkan badan.
That island was governed by France at one time.	Pulau itu pernah diperintah Prancis.
The government imposed a new tax on cigarettes.	Pemerintah memberlakukan pajak baru pada rokok.
The hunting dogs followed the scent of the fox.	Para anjing pemburu mengikuti bau dari rubah itu.
The professor's boring lecture put me to sleep.	Profesor memberi yang memberi kuliah membosankan membuatku tertidur.
The table takes up a lot of space in this room.	Meja itu makan banyak tempat di ruangan ini.
The teacher assembled the students in the hall.	Guru itu mengumpulkan para siswa di aula.
There are lots of things for us to think about.	Ada banyak hal yang harus kami pikirkan.
There is an urgent need for experienced pilots.	Ada kebutuhan mendesak akan pilot-pilot yang berpengalaman.
There shouldn't be any commas in this sentence.	Semestinya tidak ada koma pada kalimat ini.
This book is worth reading over and over again.	Buku ini layak dibaca berulang-ulang.
Tom and Mary have been dating for three months.	Tom dan Mary telah berkencan selama tiga bulan.
Tom and Mary were standing close to each other.	Tom dan Mary berdiri berdekatan satu sama lain.
Tom certainly isn't the genius he thinks he is.	Tom tidaklah sejenius yang dia pikirkan.
We are going to have a party on Saturday night.	Kami akan mengadakan sebuah pesta pada malam Sabtu.
We know Tom will do whatever we tell him to do.	Kami tahu Tom akan melakukan apa saja yang kami perintahkan.
What kind of music do you want at your wedding?	Jenis musik apa yang Anda inginkan pada pernikahan Anda?
What's your favorite free software application?	Software aplikasi apakah yang paling kamu sukai?
You had better not play on his generous nature.	Lebih baik kamu tidak mengambil keuntungan dari kebaikan hatinya.
You won't get there on time if you don't hurry.	Kau tidak akan tiba di sana tepat waktu jika kau tidak buru-buru.
A child could not have understood the situation.	Anak kecil tidak bisa memahami situasi itu.
A customs official asked me to open my suitcase.	Petugas Bea dan Cukai meminta saya untuk membuka koper saya.
Did you really expect him to tell you the truth?	Apa kau benar-benar berpikir bahwa ia mengatakan yang sejujurnya kepadamu?
Do you know the real reason that Tom isn't here?	Apa kamu tahu alasan sebenarnya mengapa Tom tidak berada di sini?
Don't pat me on the head like I'm still a child!	Jangan mengelus-elus kepalaku seakan aku ini masih anak kecil!
European currencies weakened against the dollar.	Mata uang Eropa melemah terhadap dolar.
Five years have passed since they came to Japan.	Sudah lima tahun berlalu, semenjak mereka datang ke Jepang.
He came across this old coin in an antique shop.	Dia tidak sengaja menemukan koin tua ini di toko barang antik.
He can't run his own family, let alone a nation!	Dia tidak becus mengatur keluarganya sendiri, apalagi sebuah negara!
He declined my request, saying that he was busy.	Dia menolak permintaanku dengan mengatakan bahwa dia sibuk.
He hasn't come yet. He must have missed the bus.	Dia belum datang. Dia pasti ketinggalan bis.
He regretted having borrowed that book from her.	Dia menyesal telah meminjam buku itu darinya.
I can't stop thinking about what they did to me.	Aku tak bisa berhenti memikirkan apa yang telah mereka lakukan padaku.
I could not accept that my wife was really dead.	Saya tidak dapat menerima bahwa istri saya benar-benar sudah meninggal.
I have the feeling that I'll sleep well tonight.	Rasanya malam ini aku bisa tidur nyenyak.
I just lay on the beach and watched people swim.	Aku hanya berbaring di pantai dan melihat orang-orang berenang.
I remember hearing a very similar story to that.	Aku ingat pernah mendengar cerita yang sangat mirip dengan itu.
I studied really hard in order to pass the exam.	Aku belajar dengan keras untuk lulus ujian.
I was able to do it with a little help from Tom.	Aku bisa melakukannya dengan sedikit bantuan dari Tom.
I will be working on my report all day tomorrow.	Besok aku akan mengerjakan laporanku seharian.
If Tom had seen anything, he would have told us.	Jika Tom melihat sesuatu, dia pasti sudah memberitahu kita.
If anybody could convince Tom, it would be Mary.	Marylah satu-satunya yang dapat membujuk Tom.
If you really want to help, please come by 2:30.	Kalau kau benar-benar ingin membantu, tolong datang jam 2:30.
In Japan, we drive on the left side of the road.	Di jepang kami menyetir kendaraan pada sisi kiri jalan.
In a way you are right, but I still have doubts.	Di satu sisi kamu memang benar, tapi aku masih ragu.
It's been a long time since I've seen my family.	Sudah lama sekali sejak aku terakhir bertemu keluargaku.
Let's see if Tom can manage to do it by himself.	Mari kita lihat apakah Tom bisa mengurusnya sendiri atau tidak.
My father insisted I should go to see the place.	Ayahku bersikeras memintaku untuk pergi melihat tempat itu.
That team has little, if any, chance of winning.	Tim itu memiliki kesempatan yang kecil untuk menang.
The colony has not declared independence as yet.	Daerah jajahan itu masih belum menyatakan kemerdekaannya.
The student hall is for benefit of the students.	Aula siswa dibuat demi kepentingan para siswa.
Tom asked Mary to teach him how to do the waltz.	Tom meminta Mary untuk mengajarinya bagaimana caranya berdansa wals.
Tom is much more relaxed when Mary isn't around.	Tom jauh lebih santai ketika Mary tidak ada.
Tom lowered his voice so no one else could hear.	Tom mengecilkan suaranya sehingga tidak ada orang yang dapat mendengarnya.
Tom promised me he'd never come back here again.	Tom berjani padaku bahwa dia tidak akan pernah kembali kemari lagi.
We often hear about an energy crisis these days.	Kami sering mendengar tentang krisis energi akhir-akhir ini.
We're not entirely sure why Tom did what he did.	Kami tidak mengerti kenapa Tom melakukan apa yang dilakukannya.
What matters is whether you do your best or not.	Yang penting adalah apakah kamu melakukan yang terbaik atau tidak.
What you do is more important than what you say.	Apa yang kamu lakukan lebih penting daripada apa yang kamu katakan.
You plan to go out dancing with Mary, don't you?	Bukankah kamu berencana untuk pergi berdansa dengan Mary?
You should obey the traffic laws when you drive.	Anda harus mematuhi aturan lalu lintas saat berkendara.
"Can I use your dictionary?" "Yes, here you are."	"Boleh pinjam kamusnya?" "Iya, boleh."
A nice day, isn't it? How about going for a swim?	Hari ini cerah ya? Gimana kalo kita pergi berenang?
After the rain, there were puddles on the street.	Setelah hujan, di jalanan terdapat banyak lubang yang tergenang air.
Excuse me, could you pass me the salt and pepper?	Maaf, bisa tolong ambilkan garam dan mericanya?
He once knew her, but they are no longer friends.	Dia pernah mengenalnya, tetapi mereka tidak lagi berteman.
He probably got tired of waiting and fell asleep.	Dia mungkin lelah menunggu dan tertidur.
He ran so fast that I couldn't catch up with him.	Dia berlari sangat cepat sampai-sampai aku tidak bisa mengejarnya.
He really enjoys and appreciates classical music.	Dia sangat menikmati dan mengapresiasi musik klasik.
He went to New York as soon as he got the letter.	Ia pergi ke New York segera setelah ia menerima surat itu.
Her composition had no grammatical errors at all.	Sama sekali tidak ada kesalahan tata bahasa pada karangannya.
Here is a list of things you should avoid eating.	Ini adalah daftar makanan yang harus kamu hindari.
I always have a couple of beach towels in my car.	Aku selalu punya beberapa handuk pantai di mobilku.
I assume that Tom doesn't have that many friends.	Aku kira Tom tidak memiliki teman sebanyak itu.
I have a friend whose father is a famous pianist.	Aku punya teman yang bapaknya seorang pianis yang terkenal.
I lost my bearings when I came out of the subway.	Aku kehilangan kesabaranku ketika keluar dari kereta bawah tanah.
I realize you're anxious to finalize the details.	Aku tahu kalau kamu sudah tidak sabar untuk menyempurnakan rinciannya.
I was the only one who didn't fall into the trap.	Saya satu-satunya yang tidak masuk dalam jebakan.
I wonder what we'll be doing this time next year.	Saya penasaran, apa yang akan kita lakukan saat ini di tahun depan.
If you see her from a distance, she is beautiful.	Dia cantik kalau kamu melihatnya dari jauh.
It's necessary to go through customs on arriving.	Kita wajib melalui pemeriksaan bea dan cukai saat kedatangan.
Let's talk about what we're going to do about it.	Mari kita bicara tentang apa yang akan kita lakukan dengan hal itu.
My first day in the university was rather boring.	Hari pertama saya di universitas agak membosankan.
My grandmother is still vigorous at 82 years old.	Nenekku masih semangat/kuta di usianya yang 82 tahun.
My grandmother passed away peacefully last night.	Nenekku meninggal dengan tenang semalam.
My uncle died of cancer of the stomach yesterday.	Kemarin, pamanku meninggal karena kanker perut yang dideritanya.
Neptune is the eighth planet of the solar system.	Neptunus adalah planet kedelapan dalam tata surya.
No matter what you say, I just won't believe you.	Walau mau bicara apapun, saya sudah tidak bisa mempercayaimu.
Something is always going wrong with the machine.	Selalu saja ada yang rusak pada mesin itu.
Speaking about trips, have you ever been to Kobe?	Berbicara tentang wisata, apa kau pernah ke Kobe?
Tango lives with a small boy in a little village.	Tango tinggal dengan seorang anak laki-laki di sebuah desa kecil.
That is the funniest joke that I have ever heard.	Itu adalah lelucon terlucu yang pernah saya dengar.
That was probably what influenced their decision.	Itu mungkin yang mempengaruhi keputusan mereka.
The boy said that the taxi vanished into the fog.	Anak itu bilang bahwa taksi tersebut telah lenyap di dalam kabut.
The bus rattled as it drove along the bumpy road.	Bus itu berderak-derak saat melaju di sepanjang jalan bergelombang itu.
There are a lot of famous old buildings in Kyoto.	Ada banyak bangunan tua yang terkenal di Kyoto.
This is the house where I lived when I was young.	Ini adalah rumah dimana aku tinggal saat aku muda.
Tom didn't want to make the same mistake as Mary.	Tom tidak ingin membuat kesalahan yang sama seperti Mary.
Tom has attempted to escape at least three times.	Tom telah melakukan sedikitnya tiga kali usaha untuk melarikan diri.
Tom likes the same kind of stuff that Mary likes.	Tom menyukai jenis barang yang sama dengan yang Mary suka.
Tom seems to have changed his mind about staying.	Tom sepertinya tidak lagi berniat untuk tinggal.
Tom told Mary that he didn't have to do anything.	Tom memberitahu Mary bahwa dia tidak ingin melakukan apapun.
Tom woke up the next day with a painful hangover.	Keesokan harinya, Tom bangun dengan sakit kepala yang sangat.
Tom wrote me more than thirty messages yesterday.	Tom mengirimiku tiga puluh lebih pesan kemarin.
We've decided to move the meeting to next Sunday.	Kami telah memutuskan untuk menunda rapat hingga hari Minggu berikutnya.
What has made you decide to work for our company?	Apa yang membuat Anda memutuskan untuk bekerja di perusahaan kami?
What language do they speak in the United States?	Bahasa apa yang digunakan di Amerika Serikat
Whether you like it or not, you'll have to do it.	Suka atau tidak, kamu harus tetap melakukannya.
You don't want Tom to think you're crazy, do you?	Kau tidak ingin Tom berpikir kalau kau gila, kan?
Could you find me a house that has a small garden?	Dapatkah Anda membantu saya mencarikan rumah dengan sebuah taman kecil?
Do you know any restaurants with good Korean food?	Apakah Anda mengetahui rumah makan masakan Korea yang enak?
His speech made a deep impression on the students.	Perkataannya telah membuat kesan yang dalam terhadap murid-murid.
